Country;Sex;Occupation;Currency;Survey;Type of Source;2010;2011;2012;2013;2014;2015;2016;2017
Italy;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3543;;;;3715;;;
Italy;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3063;;;;3251;;;
Italy;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2664;;;;2911;;;
Italy;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2110;;;;2413;;;
Italy;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1882;;;;2378;;;
Italy;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1845;;;;2242;;;
Italy;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2103;;;;2424;;;
Italy;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1880;;;;2134;;;
Italy;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2701;;;;2989;;;
Latvia;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2473;;;;3239;;;
Latvia;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2109;;;;2614;;;
Latvia;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1714;;;;2158;;;
Latvia;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1312;;;;1654;;;
Latvia;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1012;;;;1247;;;
Latvia;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1078;;;;1805;;;
Latvia;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1148;;;;1561;;;
Latvia;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1187;;;;1464;;;
Latvia;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;909;;;;1120;;;
Latvia;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1440;;;;1815;;;
Latvia;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2020;;;;2665;;;
Latvia;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1506;;;;1791;;;
Latvia;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1384;;;;1670;;;
Latvia;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1080;;;;1420;;;
Latvia;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;796;;;;1019;;;
Latvia;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;856;;;;946;;;
Latvia;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;866;;;;1101;;;
Latvia;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;983;;;;1241;;;
Latvia;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;714;;;;904;;;
Latvia;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1183;;;;1481;;;
Luxembourg;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;9607;;;;10303;;;
Luxembourg;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;5811;;;;6598;;;
Luxembourg;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;4819;;;;5184;;;
Luxembourg;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;4073;;;;4165;;;
Luxembourg;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2724;;;;3355;;;
Luxembourg;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;3037;;;
Luxembourg;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2943;;;;3574;;;
Luxembourg;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3150;;;;3616;;;
Luxembourg;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2512;;;;2891;;;
Luxembourg;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;4166;;;;4917;;;
Luxembourg;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;7226;;;;8007;;;
Luxembourg;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;5306;;;;6494;;;
Luxembourg;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;4809;;;;4984;;;
Luxembourg;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3665;;;;4020;;;
Luxembourg;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2558;;;;3089;;;
Luxembourg;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;2533;;;
Luxembourg;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2503;;;;2805;;;
Luxembourg;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2397;;;;2865;;;
Luxembourg;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2169;;;;2662;;;
Luxembourg;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3730;;;;4536;;;
Malta;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;4622;;;;5710;;;
Malta;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3173;;;;3980;;;
Malta;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2979;;;;3354;;;
Malta;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2336;;;;2489;;;
Malta;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2137;;;;2308;;;
Malta;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2571;;;;2594;;;
Malta;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2366;;;;2558;;;
Malta;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1834;;;;2052;;;
Malta;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2751;;;;3145;;;
Malta;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3460;;;;4380;;;
Malta;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2784;;;;3330;;;
Malta;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2604;;;;2906;;;
Malta;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2165;;;;2361;;;
Malta;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1771;;;;2205;;;
Malta;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2532;;;;2247;;;
Malta;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2275;;;;2249;;;
Malta;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1591;;;;1743;;;
Malta;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2331;;;;2682;;;
Netherlands;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;6067;;;;7197;;;
Netherlands;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;4892;;;;5317;;;
Netherlands;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;4188;;;;4595;;;
Netherlands;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;3256;;;;3485;;;
Netherlands;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;2671;;;;2774;;;
Netherlands;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;2365;;;;2565;;;
Netherlands;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;3218;;;;3431;;;
Netherlands;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;3267;;;;3301;;;
Netherlands;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;2041;;;;2237;;;
Netherlands;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;3754;;;;4148;;;
Netherlands;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;4330;;;;5406;;;
Netherlands;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;4004;;;;4372;;;
Netherlands;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;3211;;;;3498;;;
Netherlands;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;2779;;;;3002;;;
Netherlands;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;2567;;;;2558;;;
Netherlands;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;2116;;;;2412;;;
Netherlands;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;2368;;;;2424;;;
Netherlands;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;2407;;;;2639;;;
Netherlands;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;1978;;;;2114;;;
Netherlands;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Earnings Survey;Establishment survey;3000;;;;3283;;;
Poland;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;4665;;;;5513;;;
Poland;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2801;;;;3450;;;
Poland;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2307;;;;2722;;;
Poland;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1676;;;;1871;;;
Poland;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1269;;;;1513;;;
Poland;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1311;;;;1504;;;
Poland;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1636;;;;1991;;;
Poland;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1738;;;;1994;;;
Poland;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1324;;;;1511;;;
Poland;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2127;;;;2544;;;
Poland;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3368;;;;3986;;;
Poland;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2210;;;;2547;;;
Poland;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1807;;;;2071;;;
Poland;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1641;;;;1826;;;
Poland;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1112;;;;1333;;;
Poland;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1019;;;;1315;;;
Poland;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1098;;;;1365;;;
Poland;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1321;;;;1622;;;
Poland;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1039;;;;1259;;;
Poland;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1807;;;;2093;;;
Portugal;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;3029;2972;2980;3055;;2804;2801;
Portugal;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;2383;2449;2506;2473;;2379;2341;
Portugal;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1679;1724;1716;1739;;1739;1795;
Portugal;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1386;1303;1323;1302;;1290;1325;
Portugal;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1206;1181;1224;1271;;1292;1306;
Portugal;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;921;865;875;1006;;956;947;
Portugal;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1121;1104;1112;1162;;1192;1219;
Portugal;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1177;1175;1198;1275;;1263;1279;
Portugal;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;989;921;930;966;;980;998;
Portugal;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1355;1430;1467;1525;;1550;1564;
Portugal;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;2581;2030;2019;2137;;2314;2175;
Portugal;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;2195;2098;2151;2150;;2064;2062;
Portugal;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1693;1419;1452;1472;;1475;1506;
Portugal;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1135;1200;1168;1181;;1215;1224;
Portugal;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;891;880;915;934;;952;981;
Portugal;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;667;743;738;771;;843;776;
Portugal;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;812;835;861;913;;964;969;
Portugal;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;849;839;862;900;;923;957;
Portugal;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;760;711;722;740;;754;785;
Portugal;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Labour force survey;1159;1178;1227;1254;;1299;1316;
Portugal;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;4481;;;;
Portugal;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;3460;;;;
Portugal;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;2772;;;;
Portugal;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1906;;;;
Portugal;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1451;;;;
Portugal;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1335;;;;
Portugal;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1502;;;;
Portugal;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1568;;;;
Portugal;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1261;;;;
Portugal;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;2072;;;;
Portugal;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;5885;;;;6182;;;
Portugal;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3773;;;;3841;;;
Portugal;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2759;;;;2938;;;
Portugal;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1825;;;;2048;;;
Portugal;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1548;;;;1513;;;
Portugal;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1151;;;;1407;;;
Portugal;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1466;;;;1636;;;
Portugal;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1515;;;;1627;;;
Portugal;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1238;;;;1411;;;
Portugal;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2220;;;;2363;;;
Portugal;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;3422;;;;
Portugal;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;2784;;;;
Portugal;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;2172;;;;
Portugal;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1723;;;;
Portugal;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1198;;;;
Portugal;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1090;;;;
Portugal;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1120;;;;
Portugal;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1107;;;;
Portugal;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1049;;;;
Portugal;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Employment Survey;Establishment survey;;;;1642;;;;
Portugal;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;4751;;;;4539;;;
Portugal;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3341;;;;3336;;;
Portugal;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2206;;;;2493;;;
Portugal;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1740;;;;1899;;;
Portugal;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1193;;;;1312;;;
Portugal;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1179;;;;1186;;;
Portugal;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1010;;;;1156;;;
Portugal;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;989;;;;1155;;;
Portugal;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1035;;;;1151;;;
Portugal;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1883;;;;1979;;;
Romania;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Labour cost survey;Establishment survey;1308;1354;1383;1400;;;1773;
Romania;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;3476;;;
Romania;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;2421;;;
Romania;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1644;;;
Romania;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1281;;;
Romania;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;807;;;
Romania;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;714;;;
Romania;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1226;;;
Romania;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1220;;;
Romania;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;798;;;
Romania;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1467;;;
Romania;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Labour cost survey;Establishment survey;1164;1192;1246;1290;;;1655;
Romania;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;3296;;;
